,0
257,6
258,3
259,5
260,6
261,7
262,6
263,8
264,9
265,6
266,5
267,7
268,8
269,5
270,6
271,7
272,9
273,9
274,2
275,2
276,4
277,3
278,9
279,8
280,9
281,7
282,6
283,8
284,6
285,6
286,7
287,4
288,4
289,5
290,5
291,7
292,5
293,9
294,5
295,5
296,5
297,7
298,5
299,8
300,7
301,3
302,3
303,9
304,4
305,6
306,2
307,8
308,6
309,3
310,4
311,5
312,7
313,7
314,3
315,2
316,3
317,4
318,8
319,7
320,7
321,1
322,2
323,8
324,1
325,6
326,3
327,8
328,7
329,2
330,0
331,5
332,9
333,9
334,0
335,1
336,2
337,1
338,6
339,9
340,6
341,4
342,4
343,4
344,4
345,3
346,4
347,6
348,6
349,5
350,5
351,4
352,4
353,4
354,1
355,1
356,2
357,1
358,6
359,7
360,7
361,3
362,6
363,5
364,4
365,3
366,2
367,3
368,6
369,3
370,3
371,3
372,6
373,3
374,2
375,3
376,5
377,4
378,5
379,5
380,7
381,8
382,8
383,9
384,6
385,8
386,9
387,5
388,5
389,5
390,7
391,5
392,5
393,5
394,5
395,5
396,5
397,5
398,5
399,5
400,4
401,1
402,1
403,4
404,1
405,2
406,2
407,3
408,5
409,2
410,3
411,4
412,3
413,2
414,1
415,2
416,2
417,2
418,6
419,6
420,2
421,3
422,3
423,4
424,5
425,6
426,3
427,0
428,1
429,2
430,5
431,2
432,6
433,7
434,1
435,2
436,1
437,8
438,3
439,10
440,9
441,1
442,2
443,10
444,7
445,7
446,1
447,8
448,8
449,2
450,2
451,8
452,8
453,8
454,0
455,2
456,1
457,1
458,10
459,10
460,2
461,6
462,9
463,7
464,6
465,5
466,4
467,10
468,7
469,8
470,3
471,0
472,4
473,10
474,0
475,5
476,4
477,6
478,3
479,3
480,3
481,4
482,3
483,6
484,3
485,3
486,4
487,7
488,6
489,4
490,4
491,3
492,7
493,8
494,5
495,4
496,5
497,5
498,7
499,6
500,6
501,4
502,4
503,9
504,3
505,3
506,3
507,6
508,5
509,4
510,3
511,2
512,8
513,6
514,2
515,1
516,3
517,5
518,5
519,9
520,6
521,5
522,7
523,7
524,3
525,3
526,7
527,6
528,2
529,4
530,4
531,3
532,7
533,7
534,4
535,5
536,8
537,4
538,3
539,8
540,7
541,3
542,0
543,9
544,5
545,6
546,3
547,7
548,7
549,5
550,4
551,5
552,5
553,7
554,1
555,0
556,3
557,3
558,9
559,8
560,10
561,7
562,5
563,10
564,7
565,5
566,2
567,7
568,8
569,8
570,7
571,5
572,8
573,7
574,3
575,5
576,4
577,6
578,9
579,7
580,7
581,3
582,3
583,8
584,3
585,6
586,2
587,7
588,9
589,4
590,3
591,5
592,7
593,7
594,2
595,2
596,2
597,2
598,9
599,7
600,2
601,0
602,1
603,9
604,1
605,8
606,0
607,1
608,2
609,2
610,1
611,1
612,1
613,6
614,3
615,0
616,1
617,0
618,7
619,1
620,4
621,3
622,2
623,6
624,2
625,1
626,2
627,6
628,2
629,4
630,4
631,2
632,6
633,8
634,2
635,1
636,4
637,5
638,5
639,6
640,3
641,2
642,2
643,7
644,7
645,3
646,4
647,0
648,5
649,5
650,6
651,0
652,10
653,9
654,0
655,0
656,0
657,4
658,3
659,9
660,8
661,1
662,1
663,8
664,1
665,3
666,4
667,8
668,6
669,6
670,2
671,4
672,6
673,5
674,1
675,2
676,2
677,3
678,9
679,7
680,9
681,3
682,3
683,9
684,5
685,6
686,6
687,10
688,8
689,6
690,6
691,6
692,7
693,7
694,3
695,3
696,4
697,4
698,8
699,7
700,1
701,0
702,3
703,3
704,0
705,0
706,0
707,0
708,1
709,2
710,0
711,0
712,6
713,6
714,1
715,0
716,0
717,3
718,4
719,3
720,0
721,0
722,0
723,10
724,0
725,0
726,3
727,5
728,1
729,0
730,0
731,0
732,10
733,10
734,0
735,0
736,0
737,0
738,2
739,3
740,10
741,0
742,0
743,10
744,0
745,4
746,0
747,3
748,7
749,0
750,0
751,3
752,4
753,7
754,0
755,0
756,1
757,0
758,7
759,8
760,6
761,3
762,1
763,7
764,6
765,4
766,5
767,3
768,8
769,4
770,5
771,1
772,3
773,3
774,1
775,3
776,4
777,4
778,4
779,7
780,7
781,3
782,2
783,7
784,2
785,5
786,0
787,7
788,3
789,2
790,0
791,6
792,7
793,9
794,2
795,0
796,2
797,1
798,10
799,8
800,8
801,8
802,8
803,9
804,8
805,7
806,8
807,9
808,8
809,8
810,7
811,6
812,7
813,9
814,6
815,8
816,7
817,8
818,5
819,7
820,7
821,4
822,9
823,6
824,5
825,5
826,6
827,6
828,7
829,4
830,4
831,6
832,9
833,10
834,7
835,8
836,7
837,8
838,8
839,9
840,8
841,3
842,2
843,8
844,8
845,2
846,7
847,10
848,10
849,8
850,8
851,2
852,2
853,2
854,2
855,2
856,2
857,2
858,9
859,8
860,7
861,2
862,5
863,8
864,6
865,6
866,7
867,8
868,8
869,9
870,6
871,6
872,7
873,8
874,5
875,6
876,4
877,4
878,8
879,7
880,9
881,2
882,2
883,9
884,2
885,5
886,3
887,7
888,7
889,3
890,3
891,4
892,5
893,9
894,2
895,2
896,2
897,3
898,3
899,7
900,7
901,6
902,6
903,8
904,8
905,8
906,7
907,9
908,7
909,7
910,6
911,6
912,8
913,9
914,5
915,6
916,8
917,9
918,9
919,8
920,6
921,4
922,5
923,7
924,5
925,7
926,5
927,7
928,7
929,5
930,4
931,8
932,7
933,7
934,4
935,4
936,2
937,3
938,9
939,8
940,9
941,5
942,7
943,9
944,6
945,6
946,4
947,6
948,8
949,5
950,2
951,4
952,9
953,7
954,2
955,7
956,7
957,6
958,7
959,9
960,4
961,1
962,2
963,9
964,6
965,8
966,2
967,8
968,8
969,6
970,1
971,6
972,9
973,9
974,3
975,3
976,3
977,3
978,8
979,7
980,9
981,5
982,5
983,9
984,6
985,6
986,5
987,7
988,8
989,6
990,5
991,6
992,8
993,9
994,5
995,5
996,5
997,5
998,8
999,8
1000,0
1001,0
1002,0
1003,0
1004,0
1005,0
1006,0
1007,0
1008,0
1009,0
1010,0
1011,0
1012,0
1013,5
1014,0
1015,0
1016,0
1017,0
1018,5
1019,0
1020,4
1021,1
1022,1
1023,9
1024,0
1025,9
1026,0
1027,8
1028,9
1029,0
1030,0
1031,3
1032,9
1033,8
1034,0
1035,0
1036,0
1037,0
1038,7
1039,5
1040,8
1041,0
1042,0
1043,6
1044,0
1045,0
1046,0
1047,0
1048,0
1049,0
1050,0
1051,1
1052,4
1053,0
1054,0
1055,0
1056,0
1057,0
1058,5
1059,0
1060,9
1061,4
1062,5
1063,7
1064,4
1065,5
1066,7
1067,6
1068,4
1069,5
1070,3
1071,6
1072,8
1073,7
1074,5
1075,4
1076,8
1077,4
1078,5
1079,6
1080,5
1081,6
1082,6
1083,7
1084,6
1085,2
1086,3
1087,6
1088,5
1089,4
1090,7
1091,2
1092,7
1093,7
1094,5
1095,3
1096,4
1097,7
1098,2
1099,7
1100,5
1101,5
1102,4
1103,5
1104,10
1105,5
1106,4
1107,6
1108,5
1109,4
1110,10
1111,10
1112,8
1113,8
1114,8
1115,7
1116,10
1117,6
1118,10
1119,10
1120,3
1121,6
1122,2
1123,2
1124,3
1125,2
1126,3
1127,2
1128,9
1129,10
1130,5
1131,3
1132,4
1133,9
1134,5
1135,2
1136,4
1137,3
1138,3
1139,3
1140,3
1141,3
1142,1
1143,9
1144,4
1145,8
1146,0
1147,10
1148,10
1149,1
1150,1
1151,0
1152,9
1153,10
1154,3
1155,5
1156,3
1157,6
1158,8
1159,9
1160,7
1161,3
1162,4
1163,9
1164,1
1165,4
1166,5
1167,6
1168,3
1169,3
1170,3
1171,6
1172,8
1173,10
1174,0
1175,3
1176,2
1177,4
1178,8
1179,8
1180,5
1181,1
1182,4
1183,9
1184,2
1185,2
1186,3
1187,3
1188,2
1189,9
1190,2
1191,2
1192,7
1193,9
1194,2
1195,3
1196,6
1197,2
1198,2
1199,2
1200,7
1201,3
1202,0
1203,10
1204,2
1205,4
1206,2
1207,10
1208,8
1209,3
1210,7
1211,7
1212,10
1213,10
1214,6
1215,2
1216,0
1217,2
1218,10
1219,8
1220,7
1221,1
1222,2
1223,6
1224,4
1225,4
1226,3
1227,6
1228,7
1229,4
1230,3
1231,2
1232,5
1233,8
1234,2
1235,2
1236,4
1237,4
1238,3
1239,8
1240,8
1241,3
1242,4
1243,5
1244,4
1245,2
1246,1
1247,2
1248,4
1249,3
1250,1
1251,4
1252,7
1253,4
1254,1
1255,1
1256,4
1257,1
1258,6
1259,2
1260,7
1261,5
1262,7
1263,6
1264,7
1265,5
1266,7
1267,8
1268,7
1269,9
1270,5
1271,5
1272,6
1273,9
1274,5
1275,6
1276,6
1277,8
1278,7
1279,7
1280,10
1281,3
1282,0
1283,7
1284,4
1285,7
1286,2
1287,7
1288,10
1289,4
1290,2
1291,0
1292,8
1293,9
1294,1
1295,1
1296,0
1297,0
1298,3
1299,4
1300,7
1301,0
1302,0
1303,0
1304,0
1305,0
1306,0
1307,0
1308,0
1309,0
1310,0
1311,7
1312,0
1313,9
1314,0
1315,0
1316,0
1317,0
1318,0
1319,8
1320,7
1321,3
1322,2
1323,9
1324,7
1325,3
1326,3
1327,9
1328,8
1329,6
1330,6
1331,2
1332,3
1333,3
1334,2
1335,2
1336,3
1337,3
1338,9
1339,8
1340,3
1341,2
1342,3
1343,6
1344,2
1345,3
1346,3
1347,3
1348,4
1349,4
1350,2
1351,2
1352,8
1353,5
1354,2
1355,3
1356,3
1357,3
1358,4
1359,9
1360,8
1361,2
1362,3
1363,9
1364,7
1365,2
1366,3
1367,5
1368,7
1369,2
1370,2
1371,1
1372,1
1373,4
1374,1
1375,1
1376,1
1377,1
1378,9
1379,10
1380,7
1381,2
1382,5
1383,6
1384,3
1385,7
1386,2
1387,7
1388,4
1389,4
1390,2
1391,3
1392,6
1393,8
1394,2
1395,2
1396,3
1397,3
1398,3
1399,3
1400,8
1401,3
1402,4
1403,9
1404,5
1405,0
1406,3
1407,2
1408,2
1409,2
1410,3
1411,1
1412,10
1413,4
1414,3
1415,3
1416,9
1417,5
1418,6
1419,8
1420,2
1421,6
1422,8
1423,10
1424,3
1425,2
1426,3
1427,4
1428,3
1429,9
1430,8
1431,4
1432,3
1433,3
1434,3
1435,1
1436,1
1437,3
1438,10
1439,5
1440,6
1441,4
1442,6
1443,6
1444,3
1445,6
1446,2
1447,6
1448,8
1449,6
1450,6
1451,4
1452,8
1453,8
1454,4
1455,4
1456,4
1457,2
1458,7
1459,8
1460,8
1461,3
1462,4
1463,9
1464,2
1465,4
1466,6
1467,9
1468,8
1469,5
1470,2
1471,6
1472,8
1473,9
1474,4
1475,3
1476,7
1477,4
1478,5
1479,9
1480,4
1481,4
1482,4
1483,10
1484,4
1485,10
1486,4
1487,10
1488,9
1489,4
1490,3
1491,9
1492,9
1493,9
1494,3
1495,4
1496,4
1497,4
1498,8
1499,9
1500,10
1501,5
1502,5
1503,9
1504,6
1505,4
1506,0
1507,8
1508,8
1509,1
1510,2
1511,8
1512,10
1513,10
1514,0
1515,2
1516,4
1517,5
1518,8
1519,9
1520,2
1521,2
1522,2
1523,2
1524,2
1525,2
1526,2
1527,2
1528,2
1529,2
1530,2
1531,2
1532,8
1533,7
1534,2
1535,2
1536,2
1537,2
1538,5
1539,7
1540,6
1541,8
1542,8
1543,9
1544,9
1545,5
1546,6
1547,8
1548,9
1549,8
1550,5
1551,6
1552,7
1553,8
1554,6
1555,6
1556,4
1557,6
1558,9
1559,5
1560,5
1561,2
1562,5
1563,6
1564,2
1565,3
1566,4
1567,4
1568,4
1569,4
1570,2
1571,0
1572,4
1573,8
1574,4
1575,3
1576,5
1577,6
1578,7
1579,6
1580,6
1581,4
1582,6
1583,6
1584,3
1585,6
1586,3
1587,9
1588,7
1589,5
1590,2
1591,4
1592,6
1593,6
1594,3
1595,3
1596,3
1597,3
1598,6
1599,4
1600,5
1601,2
1602,2
1603,0
1604,10
1605,10
1606,10
1607,3
1608,2
1609,2
1610,4
1611,1
1612,5
1613,5
1614,5
1615,5
1616,4
1617,4
1618,7
1619,10
1620,5
1621,5
1622,4
1623,7
1624,6
1625,6
1626,3
1627,9
1628,5
1629,2
1630,4
1631,4
1632,7
1633,8
1634,4
1635,3
1636,4
1637,5
1638,10
1639,5
1640,8
1641,3
1642,1
1643,8
1644,6
1645,3
1646,6
1647,10
1648,9
1649,8
1650,7
1651,6
1652,7
1653,6
1654,5
1655,4
1656,6
1657,5
1658,8
1659,8
1660,1
1661,8
1662,8
1663,1
1664,8
1665,9
1666,1
1667,10
1668,10
1669,8
1670,1
1671,1
1672,1
1673,10
1674,1
1675,1
1676,1
1677,7
1678,9
1679,1
1680,9
1681,3
1682,2
1683,6
1684,2
1685,2
1686,3
1687,7
1688,3
1689,6
1690,3
1691,0
1692,0
1693,1
1694,0
1695,0
1696,0
1697,2
1698,0
1699,5
1700,10
1701,6
1702,4
1703,8
1704,5
1705,6
1706,4
1707,6
1708,6
1709,6
1710,6
1711,6
1712,6
1713,5
1714,4
1715,4
1716,5
1717,5
1718,8
1719,6
1720,2
1721,2
1722,3
1723,6
1724,4
1725,7
1726,3
1727,8
1728,9
1729,2
1730,1
1731,9
1732,10
1733,9
1734,0
1735,1
1736,2
1737,3
1738,9
1739,8
1740,3
1741,1
1742,1
1743,9
1744,3
1745,6
1746,5
1747,9
1748,6
1749,7
1750,3
1751,6
1752,8
1753,10
1754,3
1755,4
1756,4
1757,4
1758,7
1759,10
1760,0
1761,0
1762,5
1763,7
1764,5
1765,0
1766,8
1767,9
1768,0
1769,0
1770,0
1771,5
1772,6
1773,6
1774,0
1775,5
1776,5
1777,0
1778,0
1779,6
1780,10
1781,0
1782,2
1783,9
1784,3
1785,6
1786,2
1787,10
1788,8
1789,1
1790,2
1791,4
1792,8
1793,6
1794,3
1795,3
1796,3
1797,3
1798,6
1799,9
1800,3
1801,3
1802,4
1803,8
1804,1
1805,1
1806,5
1807,9
1808,5
1809,4
1810,1
1811,1
1812,2
1813,6
1814,1
1815,1
1816,1
1817,2
1818,3
1819,8
1820,6
1821,5
1822,7
1823,6
1824,6
1825,6
1826,0
1827,0
1828,0
1829,0
1830,4
1831,0
1832,0
1833,0
1834,0
1835,0
1836,0
1837,0
1838,10
1839,0
1840,7
1841,4
1842,4
1843,7
1844,5
1845,4
1846,6
1847,7
1848,8
1849,4
1850,3
1851,4
1852,5
1853,5
1854,4
1855,4
1856,4
1857,4
1858,8
1859,7
1860,9
1861,2
1862,1
1863,8
1864,2
1865,8
1866,2
1867,9
1868,7
1869,1
1870,2
1871,7
1872,9
1873,9
1874,0
1875,1
1876,2
1877,1
1878,9
1879,9
1880,3
1881,2
1882,6
1883,8
1884,2
1885,3
1886,3
1887,2
1888,2
1889,1
1890,2
1891,3
1892,3
1893,2
1894,1
1895,2
1896,5
1897,3
1898,4
1899,2
1900,1
1901,0
1902,0
1903,0
1904,0
1905,0
1906,0
1907,5
1908,0
1909,0
1910,0
1911,0
1912,5
1913,5
1914,0
1915,0
1916,0
1917,0
1918,0
1919,0
1920,5
1921,1
1922,2
1923,7
1924,0
1925,5
1926,0
1927,8
1928,8
1929,2
1930,0
1931,9
1932,10
1933,10
1934,2
1935,2
1936,1
1937,0
1938,10
1939,9
1940,9
1941,5
1942,6
1943,8
1944,6
1945,8
1946,6
1947,8
1948,7
1949,9
1950,9
1951,7
1952,8
1953,7
1954,3
1955,3
1956,6
1957,7
1958,6
1959,7
1960,6
1961,3
1962,3
1963,2
1964,3
1965,5
1966,5
1967,3
1968,8
1969,1
1970,1
1971,2
1972,3
1973,6
1974,2
1975,1
1976,1
1977,1
1978,3
1979,2
1980,7
1981,3
1982,3
1983,7
1984,4
1985,4
1986,4
1987,6
1988,6
1989,7
1990,5
1991,2
1992,4
1993,4
1994,4
1995,3
1996,3
1997,3
1998,5
1999,5
2000,8
2001,6
2002,8
2003,8
2004,5
2005,5
2006,5
2007,8
2008,4
2009,8
2010,3
2011,4
2012,8
2013,8
2014,3
2015,7
2016,7
2017,4
2018,5
2019,7
2020,3
2021,4
2022,5
2023,8
2024,4
2025,8
2026,5
2027,8
2028,8
2029,4
2030,5
2031,8
2032,9
2033,8
2034,4
2035,4
2036,4
2037,4
2038,7
2039,9
2040,8
2041,3
2042,5
2043,9
2044,9
2045,9
2046,3
2047,10
2048,10
2049,9
2050,6
2051,5
2052,8
2053,8
2054,8
2055,7
2056,7
2057,7
2058,8
2059,9
2060,5
2061,5
2062,3
2063,10
2064,6
2065,8
2066,4
2067,7
2068,7
2069,6
2070,7
2071,7
2072,8
2073,10
2074,7
2075,6
2076,6
2077,6
2078,9
2079,8
2080,6
2081,3
2082,1
2083,8
2084,5
2085,7
2086,1
2087,7
2088,3
2089,3
2090,3
2091,6
2092,9
2093,7
2094,4
2095,3
2096,3
2097,3
2098,9
2099,7
2100,10
2101,0
2102,0
2103,10
2104,0
2105,10
2106,0
2107,10
2108,10
2109,0
2110,0
2111,10
2112,10
2113,10
2114,0
2115,0
2116,0
2117,0
2118,10
2119,10
2120,7
2121,3
2122,3
2123,8
2124,7
2125,4
2126,3
2127,3
2128,7
2129,8
2130,6
2131,1
2132,1
2133,3
2134,1
2135,0
2136,0
2137,3
2138,8
2139,7
2140,8
2141,5
2142,7
2143,9
2144,6
2145,6
2146,7
2147,8
2148,5
2149,9
2150,5
2151,3
2152,8
2153,10
2154,1
2155,2
2156,6
2157,5
2158,6
2159,7
2160,3
2161,3
2162,4
2163,7
2164,3
2165,2
2166,2
2167,6
2168,5
2169,7
2170,3
2171,2
2172,2
2173,1
2174,1
2175,1
2176,1
2177,1
2178,5
2179,7
2180,10
2181,0
2182,2
2183,5
2184,0
2185,10
2186,4
2187,5
2188,5
2189,2
2190,1
2191,3
2192,10
2193,8
2194,2
2195,1
2196,1
2197,0
2198,5
2199,5
2200,6
2201,4
2202,5
2203,8
2204,4
2205,6
2206,5
2207,9
2208,7
2209,5
2210,4
2211,5
2212,6
2213,5
2214,2
2215,6
2216,5
2217,5
2218,7
2219,9
2220,0
2221,1
2222,2
2223,0
2224,0
2225,1
2226,0
2227,0
2228,0
2229,0
2230,0
2231,0
2232,0
2233,0
2234,0
2235,0
2236,0
2237,0
2238,0
2239,0
2240,6
2241,2
2242,5
2243,6
2244,5
2245,3
2246,2
2247,3
2248,7
2249,4
2250,3
2251,3
2252,7
2253,8
2254,2
2255,5
2256,4
2257,3
2258,5
2259,8
2260,7
2261,2
2262,1
2263,3
2264,1
2265,4
2266,1
2267,6
2268,4
2269,2
2270,3
2271,6
2272,8
2273,10
2274,2
2275,3
2276,3
2277,1
2278,6
2279,9
2280,0
2281,1
2282,1
2283,2
2284,2
2285,2
2286,1
2287,5
2288,6
2289,3
2290,4
2291,3
2292,8
2293,9
2294,3
2295,4
2296,5
2297,5
2298,6
2299,7
2300,9
2301,3
2302,2
2303,8
2304,0
2305,4
2306,2
2307,5
2308,6
2309,0
2310,0
2311,4
2312,6
2313,9
2314,0
2315,0
2316,0
2317,3
2318,7
2319,7
2320,2
2321,1
2322,3
2323,2
2324,1
2325,2
2326,2
2327,2
2328,3
2329,3
2330,1
2331,3
2332,4
2333,3
2334,2
2335,1
2336,2
2337,2
2338,3
2339,3
2340,4
2341,4
2342,8
2343,5
2344,4
2345,5
2346,5
2347,8
2348,8
2349,4
2350,4
2351,3
2352,4
2353,4
2354,7
2355,8
2356,4
2357,4
2358,4
2359,8
2360,2
2361,3
2362,2
2363,7
2364,2
2365,7
2366,2
2367,4
2368,5
2369,3
2370,1
2371,6
2372,6
2373,4
2374,1
2375,4
2376,3
2377,6
2378,10
2379,7
2380,3
2381,3
2382,3
2383,6
2384,3
2385,4
2386,4
2387,6
2388,6
2389,4
2390,3
2391,3
2392,6
2393,6
2394,3
2395,1
2396,3
2397,2
2398,6
2399,5
2400,8
2401,7
2402,6
2403,8
2404,6
2405,8
2406,7
2407,9
2408,10
2409,7
2410,2
2411,4
2412,8
2413,10
2414,4
2415,5
2416,6
2417,6
2418,9
2419,8
2420,6
2421,4
2422,6
2423,6
2424,6
2425,5
2426,6
2427,6
2428,8
2429,6
2430,7
2431,7
2432,8
2433,9
2434,6
2435,5
2436,6
2437,6
2438,7
2439,8
2440,0
2441,0
2442,0
2443,0
2444,0
2445,0
2446,0
2447,0
2448,0
2449,0
2450,0
2451,0
2452,0
2453,0
2454,0
2455,0
2456,0
2457,0
2458,0
2459,0
2460,6
2461,3
2462,4
2463,9
2464,2
2465,4
2466,3
2467,6
2468,7
2469,2
2470,2
2471,4
2472,5
2473,6
2474,1
2475,3
2476,3
2477,2
2478,3
2479,5
2480,4
2481,1
2482,1
2483,8
2484,2
2485,2
2486,2
2487,2
2488,1
2489,1
2490,1
2491,2
2492,8
2493,7
2494,4
2495,2
2496,2
2497,2
2498,8
2499,9
2500,2
2501,3
2502,4
2503,9
2504,2
2505,2
2506,5
2507,10
2508,3
2509,5
2510,3
2511,1
2512,8
2513,8
2514,2
2515,4
2516,6
2517,6
2518,5
2519,6
2520,2
2521,3
2522,2
2523,6
2524,4
2525,5
2526,7
2527,5
2528,6
2529,4
2530,5
2531,2
2532,8
2533,9
2534,3
2535,3
2536,7
2537,8
2538,8
2539,6
2540,5
2541,4
2542,4
2543,6
2544,3
2545,6
2546,6
2547,5
2548,7
2549,4
2550,2
2551,4
2552,7
2553,10
2554,3
2555,3
2556,3
2557,3
2558,4
2559,5
2560,3
2561,2
2562,5
2563,2
2564,5
2565,2
2566,4
2567,2
2568,8
2569,5
2570,3
2571,3
2572,8
2573,8
2574,2
2575,5
2576,6
2577,5
2578,4
2579,4
2580,10
2581,6
2582,5
2583,8
2584,5
2585,3
2586,3
2587,7
2588,8
2589,6
2590,4
2591,2
2592,3
2593,5
2594,3
2595,4
2596,5
2597,3
2598,6
2599,7
2600,6
2601,2
2602,2
2603,10
2604,10
2605,1
2606,7
2607,10
2608,8
2609,8
2610,8
2611,0
2612,2
2613,3
2614,0
2615,0
2616,2
2617,2
2618,8
2619,8
2620,3
2621,0
2622,0
2623,5
2624,0
2625,3
2626,0
2627,7
2628,3
2629,2
2630,3
2631,0
2632,2
2633,3
2634,0
2635,1
2636,0
2637,1
2638,8
2639,3
2640,5
2641,2
2642,5
2643,7
2644,5
2645,4
2646,5
2647,5
2648,4
2649,4
2650,4
2651,4
2652,5
2653,5
2654,5
2655,5
2656,5
2657,5
2658,5
2659,6
2660,7
2661,6
2662,6
2663,10
2664,4
2665,7
2666,6
2667,6
2668,10
2669,8
2670,6
2671,6
2672,6
2673,6
2674,5
2675,5
2676,5
2677,5
2678,9
2679,10
2680,7
2681,7
2682,7
2683,8
2684,7
2685,6
2686,6
2687,6
2688,8
2689,7
2690,6
2691,7
2692,7
2693,8
2694,6
2695,8
2696,8
2697,8
2698,6
2699,7
2700,1
2701,0
2702,2
2703,2
2704,1
2705,2
2706,0
2707,1
2708,3
2709,1
2710,1
2711,1
2712,3
2713,1
2714,1
2715,1
2716,1
2717,2
2718,2
2719,4
2720,6
2721,2
2722,4
2723,6
2724,2
2725,3
2726,4
2727,6
2728,5
2729,3
2730,3
2731,7
2732,6
2733,5
2734,3
2735,4
2736,4
2737,4
2738,7
2739,9
2740,6
2741,6
2742,6
2743,8
2744,7
2745,7
2746,6
2747,6
2748,6
2749,6
2750,6
2751,6
2752,6
2753,6
2754,6
2755,6
2756,6
2757,6
2758,8
2759,7
2760,2
2761,5
2762,4
2763,8
2764,1
2765,2
2766,6
2767,5
2768,5
2769,7
2770,2
2771,1
2772,6
2773,4
2774,1
2775,1
2776,5
2777,3
2778,5
2779,4
2780,8
2781,6
2782,6
2783,8
2784,7
2785,6
2786,5
2787,6
2788,6
2789,8
2790,5
2791,6
2792,7
2793,8
2794,6
2795,6
2796,6
2797,6
2798,7
2799,7
2800,8
2801,3
2802,6
2803,6
2804,2
2805,6
2806,3
2807,6
2808,7
2809,5
2810,3
2811,4
2812,7
2813,7
2814,1
2815,3
2816,4
2817,3
2818,4
2819,6
2820,8
2821,6
2822,5
2823,3
2824,3
2825,7
2826,3
2827,8
2828,6
2829,3
2830,2
2831,3
2832,3
2833,5
2834,1
2835,2
2836,2
2837,2
2838,4
2839,7
2840,7
2841,8
2842,5
2843,8
2844,3
2845,3
2846,1
2847,1
2848,7
2849,2
2850,1
2851,3
2852,8
2853,4
2854,2
2855,1
2856,1
2857,2
2858,3
2859,2
2860,0
2861,8
2862,2
2863,4
2864,4
2865,2
2866,3
2867,8
2868,8
2869,5
2870,3
2871,1
2872,3
2873,8
2874,5
2875,1
2876,8
2877,4
2878,6
2879,5
2880,7
2881,3
2882,3
2883,6
2884,3
2885,4
2886,5
2887,10
2888,6
2889,4
2890,4
2891,5
2892,9
2893,10
2894,3
2895,8
2896,9
2897,9
2898,8
2899,10
2900,6
2901,7
2902,2
2903,9
2904,6
2905,2
2906,4
2907,9
2908,8
2909,3
2910,5
2911,4
2912,6
2913,7
2914,4
2915,2
2916,8
2917,5
2918,8
2919,8
2920,3
2921,3
2922,3
2923,3
2924,2
2925,4
2926,3
2927,4
2928,8
2929,4
2930,4
2931,4
2932,4
2933,5
2934,3
2935,3
2936,3
2937,3
2938,7
2939,3
2940,9
2941,6
2942,9
2943,9
2944,7
2945,6
2946,3
2947,8
2948,8
2949,8
2950,7
2951,6
2952,8
2953,9
2954,6
2955,8
2956,9
2957,8
2958,8
2959,9
2960,2
2961,2
2962,2
2963,2
2964,7
2965,2
2966,1
2967,1
2968,1
2969,4
2970,1
2971,2
2972,3
2973,2
2974,2
2975,2
2976,3
2977,2
2978,4
2979,2
2980,7
2981,5
2982,6
2983,7
2984,3
2985,5
2986,5
2987,4
2988,6
2989,6
2990,6
2991,7
2992,9
2993,9
2994,5
2995,6
2996,6
2997,6
